,StateName,FullName
SADD,Idaho,South Fork Ranch
SADD,Idaho,Ziggy's
SADD,Idaho,Fish Lake /Usfs/
SADD,Idaho,Lemons Field
SADD,Idaho,Garden Valley
SADD,Idaho,Garden Valley
SADD,Idaho,Lake Pend Oreille
SADD,Idaho,Glenns Ferry Muni
SADD,Idaho,Health Center
SADD,Idaho,Gooding Muni
SADD,Idaho,Gooding County Memorial Hospital
SADD,Idaho,Simpson
SADD,Idaho,Idaho County
SADD,Idaho,Running Creek Ranch
SADD,Idaho,Hungry Ridge Ranch
SADD,Idaho,Wind Ridge
SADD,Idaho,Grasmere
SADD,Idaho,Friedman Memorial
SADD,Idaho,Magic Reservoir
SADD,Idaho,Sutherland
SADD,Idaho,Smith Ranch
SADD,Idaho,Ranch Aero
SADD,Idaho,Hazelton Muni
SADD,Idaho,Cptpa Headquarters
SADD,Idaho,Tracy Ranch
SADD,Idaho,Richards
SADD,Idaho,Homedale Muni
SADD,Idaho,Loomis
SADD,Idaho,Horseshoe Bend
SADD,Idaho,Howe
SADD,Idaho,Whelan's
SADD,Idaho,Idaho City Usfs
SADD,Idaho,Golden Age Mine
SADD,Idaho,Harrington
SADD,Idaho,Idaho Falls Rgnl
SADD,Idaho,Eirmc
SADD,Idaho,Rainbow Ranch
SADD,Idaho,Q.B. One
SADD,Idaho,Indian Creek Usfs
SADD,Idaho,Skyline
SADD,Idaho,Huskey
SADD,Idaho,Henry's Lake
SADD,Idaho,Jerome County
SADD,Idaho,St. Benedicts Helipad
SADD,Idaho,Kamiah Muni
SADD,Idaho,Shoshone County
SADD,Idaho,Twin Bridges
SADD,Idaho,Everett Ii
SADD,Idaho,Gulch Trust
SADD,Idaho,St Luke's Wood River Medical Center
SADD,Idaho,Laidlaw Corrals
SADD,Idaho,Sligars Landing
SADD,Idaho,Kooskia Muni
SADD,Idaho,Larkin
SADD,Idaho,Green Acres
SADD,Idaho,Black's Airfield
SADD,Idaho,Flying A Ranch
SADD,Idaho,Landmark Usfs
SADD,Idaho,Lava Hot Springs
SADD,Idaho,Leadore
SADD,Idaho,Lewiston-Nez Perce County
SADD,Idaho,St Joseph's Rgnl Medical Center
SADD,Idaho,Snake River
SADD,Idaho,Warm Springs Creek
SADD,Idaho,Mc Call Muni
SADD,Idaho,St. Luke's Mc Call
SADD,Idaho,Splan
SADD,Idaho,Boulder Creek Airstrip
SADD,Idaho,Krassel Usfs
SADD,Idaho,Mackay
SADD,Idaho,Linda's Roost
SADD,Idaho,Copper Basin
SADD,Idaho,Star 'S' Ranch
SADD,Idaho,Mahoney Creek Usfs
SADD,Idaho,Malad City
SADD,Idaho,Symms
SADD,Idaho,Sunrise Skypark
SADD,Idaho,May
SADD,Idaho,Flying Joseph Ranch
SADD,Idaho,P And R Field
SADD,Idaho,St Luke's Meridian Medical Center
SADD,Idaho,Lee Williams Memorial
SADD,Idaho,Coyote Ridge
SADD,Idaho,Bear Trap
SADD,Idaho,Bear Lake Memorial Hospital Helipad
SADD,Idaho,King Mountain Glider Park
SADD,Idaho,Antelope Valley
SADD,Idaho,Moose Creek /Usfs/
SADD,Idaho,Fountains
SADD,Idaho,Taylor Ranch Landing Area
SADD,Idaho,Gritman Medical Center
SADD,Idaho,Mountain Home Afb
SADD,Idaho,Mountain Home Muni
SADD,Idaho,Elmore Medical Center
SADD,Idaho,Coyote Run
SADD,Idaho,Mud Lake/West Jefferson County/
SADD,Idaho,Flat Top Airstrip
SADD,Idaho,Murphy
SADD,Idaho,Z X Ranch
SADD,Idaho,Nampa Muni
SADD,Idaho,Mercy
SADD,Idaho,Sky Ranch South
SADD,Idaho,Sky Ranch North
SADD,Idaho,New Meadows
SADD,Idaho,Michaels Landing
SADD,Idaho,Nez Perce Muni
SADD,Idaho,Priest Lake Usfs
SADD,Idaho,Phillabaum
SADD,Idaho,Oakley Muni
SADD,Idaho,Double Dreidel
SADD,Idaho,Orofino Muni
SADD,Idaho,Big Island
SADD,Idaho,Clearwater Valley Hospital
SADD,Idaho,Orogrande
SADD,Idaho,Palisades Field
SADD,Idaho,Bear Lake County
SADD,Idaho,Parma
SADD,Idaho,Payette Muni
SADD,Idaho,Picabo
SADD,Idaho,Pine
SADD,Idaho,Pinnacle
SADD,Idaho,Treasure Gulch
SADD,Idaho,Pocatello Rgnl
SADD,Idaho,Portneuf Medical Center
SADD,Idaho,Eckhart Intl
SADD,Idaho,Nichols Ranch
SADD,Idaho,Hubof's
SADD,Idaho,Smith Prairie
SADD,Idaho,Preston
SADD,Idaho,Priest River Muni
SADD,Idaho,Valenov Ranch
SADD,Idaho,Flying H Ranch
SADD,Idaho,Fox Creek
SADD,Idaho,Flying W Ranch
SADD,Idaho,Rexburg-Madison County
SADD,Idaho,Rigby
SADD,Idaho,Salmon River Helicopters
SADD,Idaho,Russell W Anderson Strip
SADD,Idaho,Rockford Muni
SADD,Idaho,Minidoka Memorial Hospital
SADD,Idaho,Timber Basin Airpark Inc
SADD,Idaho,Stanford Field
SADD,Idaho,St Maries Muni
SADD,Idaho,Sky Island Ranch
SADD,Idaho,Benewah Community Hospital
SADD,Idaho,Lemhi County
SADD,Idaho,Flying B Ranch Landing Strip
SADD,Idaho,Steele Memorial
SADD,Idaho,Lewis And Clark Airstrip
SADD,Idaho,Sandpoint
SADD,Idaho,Bird Nr 2
SADD,Idaho,Olmstead Sky Ranch
SADD,Idaho,Beaux Ranch Field
SADD,Idaho,Rapoport Ranch
SADD,Idaho,Seven Shamrock
SADD,Idaho,Spear Valley
SADD,Idaho,Bottle Bay
SADD,Idaho,Shearer /Usfs/
SADD,Idaho,Black Butte Ranch
SADD,Idaho,Slate Creek
SADD,Idaho,Smiley Creek
SADD,Idaho,Allen H Tigert
SADD,Idaho,Soldier Bar Usfs
SADD,Idaho,Treeport
SADD,Idaho,Stanley
SADD,Idaho,Thomas Creek
SADD,Idaho,Bruce Meadows
SADD,Idaho,Silva Ranch
SADD,Idaho,Foster Field - Skydive Idaho
SADD,Idaho,Sun Valley Gun Club
SADD,Idaho,Murphy Hot Springs
SADD,Idaho,Josephine Ranch
SADD,Idaho,Friendly Persuasion Farm
SADD,Idaho,Joslin Field - Magic Valley Rgnl
SADD,Idaho,Shetler's
SADD,Idaho,St. Luke's Magic Valley
SADD,Idaho,Warren /Usfs/
SADD,Idaho,The Last Resort
SADD,Idaho,Weiser Muni
SADD,Idaho,Jenkins Creek Ranch
SADD,Idaho,Rock Creek Farm
SADD,Idaho,Reed Ranch
SADD,Idaho,Stibnite
SADD,Idaho,Johnson Creek
SADD,Idaho,Clear Creek Int
SADD,Illinois,Wolford's
SADD,Illinois,Mercer County
SADD,Illinois,Mercer County Hospital
SADD,Illinois,Hammock Field
SADD,Illinois,Griffin
SADD,Illinois,Alsip Fire Department
SADD,Illinois,St Louis Rgnl
SADD,Illinois,St Anthony's Hospital
SADD,Illinois,Alton Memorial Hospital
SADD,Illinois,Taylor
SADD,Illinois,Joan Graves Edwards
SADD,Illinois,Midland
SADD,Illinois,Donald Alfred Gade
SADD,Illinois,Foster Field
SADD,Illinois,Kinsey Rla
SADD,Illinois,Funfsinn
SADD,Illinois,Northwest Community Hospital
SADD,Illinois,John R Reed
SADD,Illinois,Miller
SADD,Illinois,Hoblit Farms
SADD,Illinois,Sugar Creek Farm
SADD,Illinois,Wilcoxon
SADD,Illinois,Cooch Landing Area
SADD,Illinois,Provena Mercy Medical Center
SADD,Illinois,Rush-Copley Medical Center
SADD,Illinois,Advocate Good Shepherd Hospital
SADD,Illinois,Urso
SADD,Illinois,Batchtown
SADD,Illinois,Heritage Manor South
SADD,Illinois,Krohe
SADD,Illinois,Greater Beardstown
SADD,Illinois,Von Alvens Airview
SADD,Illinois,Aero Estates
SADD,Illinois,Ben Emge
SADD,Illinois,Memorial Hospital
SADD,Illinois,Scott Afb/Midamerica
SADD,Illinois,St Elizabeth's Hospital
SADD,Illinois,Henderson
SADD,Illinois,Bob Walberg Field
SADD,Illinois,Untied Acres
SADD,Illinois,Kaufield
SADD,Illinois,Triple Creek
SADD,Illinois,Unzicker
SADD,Illinois,Benton Muni
SADD,Illinois,Franklin Hospital
SADD,Illinois,Sharp
SADD,Illinois,J Maddock
SADD,Illinois,Central Il Rgnl Arpt At Bloomington-Normal
SADD,Illinois,Osf St Joseph Medical Center
SADD,Illinois,Cottonwood
SADD,Illinois,Stark
SADD,Illinois,Mc Coy
SADD,Illinois,Noland Rla
SADD,Illinois,Cribbet
SADD,Illinois,Bolingbrook's Clow Intl
SADD,Illinois,Adventist Bolingbrook Hospital
SADD,Illinois,Classic Landings
SADD,Illinois,Rinkenberger Rla
SADD,Illinois,St Joseph's Hospital - Breese
SADD,Illinois,Loyola University Medical Center
SADD,Illinois,Nelson Private
SADD,Illinois,Brussels
SADD,Illinois,Hendrix
SADD,Illinois,Oak Landing
SADD,Illinois,Weidner
SADD,Illinois,Brooks Ranch
SADD,Illinois,Runyan Aviation
SADD,Illinois,St Louis Downtown
SADD,Illinois,Cairo Rgnl
SADD,Illinois,Hunter Raffety Elevators Inc
SADD,Illinois,Lee Creek
SADD,Illinois,Aero Acres
SADD,Illinois,Ingersoll
SADD,Illinois,Graham Hospital
SADD,Illinois,Pine Hill
SADD,Illinois,Mary's Landing
SADD,Illinois,Sd Aero
SADD,Illinois,Southern Illinois
SADD,Illinois,Memorial Hosp Of Carbondale
SADD,Illinois,Nelson
SADD,Illinois,Carlinville Area Hospital
SADD,Illinois,Carmi Muni
SADD,Illinois,Boyd Hospital
SADD,Illinois,Schilson Field
SADD,Illinois,Plain Crazy
SADD,Illinois,Memorial Hospital
SADD,Illinois,Williams
SADD,Illinois,Mc Pherson
SADD,Illinois,Cary Fire Dept
SADD,Illinois,Casey Muni
SADD,Illinois,Centralia Muni
SADD,Illinois,St Mary's Good Samaritan Hospital
SADD,Illinois,Centralia Correctional Center
SADD,Illinois,Touchette Rgnl Hospital
SADD,Illinois,Gaitros
SADD,Illinois,Mc Culley
SADD,Illinois,University Of Illinois-Willard
SADD,Illinois,Aero Four
SADD,Illinois,Chicago Glider Club
SADD,Illinois,Williams Airpark
SADD,Illinois,Shag Bark Farms
SADD,Illinois,Ac & R Components
SADD,Illinois,Enjoy Field
SADD,Illinois,Munch
SADD,Illinois,Mays Aviation
SADD,Illinois,Thacker
SADD,Illinois,Memorial Hospital
SADD,Illinois,Waukegan Rgnl
SADD,Illinois,Lewis University
SADD,Illinois,Resurrection Medical Center
SADD,Illinois,Chicago Police Marine
SADD,Illinois,First Area Police Hdqtrs
SADD,Illinois,Sts Mary And Elizabeth Medical Center
SADD,Illinois,Wgn-Tv
SADD,Illinois,University Of Chicago Hospitals
SADD,Illinois,Aurora Muni
SADD,Illinois,John H. Stroger Hospital Of Cook County
SADD,Illinois,Marcor
SADD,Illinois,Tinley Park Helistop
SADD,Illinois,Chicago Fire Dept Air Sea Rescue
SADD,Illinois,Chicago Midway Intl
SADD,Illinois,Chicago O'hare Intl
SADD,Illinois,Chicago Executive
SADD,Illinois,Lake In The Hills
SADD,Illinois,Lurie Childrens Hospital
SADD,Illinois,Dupage
SADD,Illinois,Lansing Muni
SADD,Illinois,Advocate Christ Medical Center
SADD,Illinois,Schaumburg Rgnl
SADD,Illinois,Schaumburg Muni Helistop
SADD,Illinois,Franciscan St James Health - Chicago Heights
SADD,Illinois,Berns
SADD,Illinois,Martin Rla
SADD,Illinois,Hooterville
SADD,Illinois,Clinton Power Station
SADD,Illinois,John Scharff
SADD,Illinois,Houseman
SADD,Illinois,Quad City Med Force
SADD,Illinois,Sackman Field
SADD,Illinois,Douglas
SADD,Illinois,Bresson
SADD,Illinois,W Davis
SADD,Illinois,Earl Barnickel
SADD,Illinois,Schertz Aerial Service - Cooksville
SADD,Illinois,Testoni Farms
SADD,Illinois,Antique Aerodrome
SADD,Illinois,Hurst Aviation
SADD,Illinois,Hendrickson Flying Service
SADD,Illinois,Jackson
SADD,Illinois,Crystal Lake Holiday Inn
SADD,Illinois,Corn Field
SADD,Illinois,Hepp
SADD,Illinois,Gelfius Intl
SADD,Illinois,Raymond Classen Memorial
SADD,Illinois,Vermilion Regional
SADD,Illinois,Melody Field
SADD,Illinois,Danville V A
SADD,Illinois,Welch
SADD,Illinois,Flying B Ranch
SADD,Illinois,Danville Correctional Center
SADD,Illinois,Provena United Samaritans Medical Center
SADD,Illinois,Ellis
SADD,Illinois,Decatur
SADD,Illinois,Decatur Memorial Hospital
SADD,Illinois,St Mary's Hospital - Decatur
SADD,Illinois,Decatur Conference Center And Hotel
SADD,Illinois,Refreshment Services Inc
SADD,Illinois,Cady Aerial Rla
SADD,Illinois,De Kalb Taylor Muni
SADD,Illinois,Kishwaukee Community Hospital
SADD,Illinois,Walter
SADD,Illinois,Uncle Chuck's
SADD,Illinois,Jack W. Watson
SADD,Illinois,Holy Family Hospital
SADD,Illinois,Dixon Muni-Charles R. Walgreen Field
SADD,Illinois,Katherine Shaw Bethea Hospital
SADD,Illinois,Bally's Strip
SADD,Illinois,Dixon Correctional Center
SADD,Illinois,Keil
SADD,Illinois,Dongola
SADD,Illinois,Russell
SADD,Illinois,William E. Koenig
SADD,Illinois,Advocate Good Samaritan Hospital
SADD,Illinois,Brookeridge Air Park
SADD,Illinois,Bussart
SADD,Illinois,Marshall Browning Hospital
SADD,Illinois,Hemmer Rla
SADD,Illinois,Mc Cartney
SADD,Illinois,Durand Ambulance Service
SADD,Illinois,Flying Z Ranch
SADD,Illinois,Dwight
SADD,Illinois,Jim & Peg Rla
SADD,Illinois,Watters
SADD,Illinois,Sauer
SADD,Illinois,B & C
SADD,Illinois,Humm
SADD,Illinois,Mc Neal's Field
SADD,Illinois,Tommy's Airpark
SADD,Illinois,Effingham County Memorial
SADD,Illinois,St Anthony Memorial Hospital
SADD,Illinois,Arch - Effingham
SADD,Illinois,Shumway Innernational
SADD,Illinois,Hammersmith
SADD,Illinois,Il.Dept Of Transportation
SADD,Illinois,Provena St Joseph Hospital - Elgin
SADD,Illinois,Sherman Hospital Randall Road
SADD,Illinois,Alexian Brothers Medical Center
SADD,Illinois,Patten Industries
SADD,Illinois,Elmhurst Memorial Hospital
SADD,Illinois,Jackson Field
SADD,Illinois,Barnstorm Field
SADD,Illinois,Sweedler
SADD,Illinois,Storey Real Estate
SADD,Illinois,Erie Air Park
SADD,Illinois,Vodden
SADD,Illinois,Jurassic Landings
SADD,Illinois,Evanston Hospital-Golf Course Site
SADD,Illinois,Evanston Water Plant
SADD,Illinois,Riverveiw
SADD,Illinois,Ficklin-Airtech
SADD,Illinois,Norman Rittenhouse
SADD,Illinois,Wayne Ziller Jr
SADD,Illinois,Fairfield Muni
SADD,Illinois,Dozier
SADD,Illinois,Fairfield Memorial Hospital
SADD,Illinois,Niklaus Rla
SADD,Illinois,Murphy Farms
SADD,Illinois,O K Flying Club Inc
SADD,Illinois,Enoch
SADD,Illinois,Wilson
SADD,Illinois,Flora Muni
SADD,Illinois,Clay County Hospital
SADD,Illinois,Fox Lake
SADD,Illinois,Precision Chrome
SADD,Illinois,Arrow
SADD,Illinois,Frankfort
SADD,Illinois,Gittleson Farms
SADD,Illinois,Albertus
SADD,Illinois,Fhn Memorial Hospital
SADD,Illinois,Freeport/Dornink
SADD,Illinois,The American Coal Company
SADD,Illinois,Heller
SADD,Illinois,Midwest Medical Center
SADD,Illinois,Galesburg Muni
SADD,Illinois,Galesburg Cottage Hospital
SADD,Illinois,Osf St Mary Medical Center - Galesburg
SADD,Illinois,Gen-Airpark
SADD,Illinois,Black Hawk
SADD,Illinois,Hammond-Henry Hospital
SADD,Illinois,Delnor Community Hospital
SADD,Illinois,Aero Lake Estates
SADD,Illinois,Gibson Area Hospital
SADD,Illinois,Schertz Field
SADD,Illinois,Koppie
SADD,Illinois,Reid Rla
SADD,Illinois,Olivers
SADD,Illinois,Lindell Loveless
SADD,Illinois,Adventist Glenoaks Medical Center
SADD,Illinois,Northshore Glenbrook Hospital
SADD,Illinois,Kellums
SADD,Illinois,Dept Of Juvenile Justice
SADD,Illinois,Grand Tower
SADD,Illinois,Glatthaar
SADD,Illinois,Gateway Rgnl Medical Center
SADD,Illinois,Mussman
SADD,Illinois,Vienna Correctional Center
SADD,Illinois,Campbell
SADD,Illinois,Nw Lake Forest Hospital-Grayslake
SADD,Illinois,Lutz Rla
SADD,Illinois,Greenville
SADD,Illinois,Greenville Rgnl Hospital
SADD,Illinois,Galt Field
SADD,Illinois,Curry
SADD,Illinois,Nordic
SADD,Illinois,Sullivan
SADD,Illinois,Adkisson
SADD,Illinois,Casa De Aero Park
SADD,Illinois,Edward Getzelman
SADD,Illinois,Merkle
SADD,Illinois,Calhoun Medical Center
SADD,Illinois,Cody Port Rla
SADD,Illinois,Harrisburg Medical Center
SADD,Illinois,Harrisburg-Raleigh
SADD,Illinois,Dacy
SADD,Illinois,Adkins Rla
SADD,Illinois,Twin Gardens
SADD,Illinois,Kirkpatrick
SADD,Illinois,Mercy Harvard Hospital
SADD,Illinois,Ingalls Memorial Hospital
SADD,Illinois,Harvey Police Department
SADD,Illinois,Mason District Hospital
SADD,Illinois,Havana Rgnl
SADD,Illinois,South Suburban Hospital
SADD,Illinois,Smith Rla
SADD,Illinois,Little Sister
SADD,Illinois,Villiger Rla
SADD,Illinois,Herrin Hospital
SADD,Illinois,Johnston
SADD,Illinois,Brown
SADD,Illinois,Highland-Winet
SADD,Illinois,City Of Highland Park
SADD,Illinois,Hillsboro Area Hospital
SADD,Illinois,Justison
SADD,Illinois,Black
SADD,Illinois,Hartwell Ranch Rla
SADD,Illinois,Hinckley
SADD,Illinois,St Alexius Medical Center
SADD,Illinois,Ameritech Center
SADD,Illinois,Trisler
SADD,Illinois,Hoopeston Community Memorial Hospital
SADD,Illinois,Schertz Aerial Service - Hudson
SADD,Illinois,Phyllis Field
SADD,Illinois,Landings Condominium
SADD,Illinois,Dury Estates
SADD,Illinois,Ritter Field
SADD,Illinois,Big Muddy Correctional Facility
SADD,Illinois,Horsefeathers Ranch
SADD,Illinois,Prairie
SADD,Illinois,Jacksonville Muni
SADD,Illinois,Passavant Area Hospital
SADD,Illinois,Chicagoland Speedway
SADD,Illinois,Jerseyville Aviation Inc
SADD,Illinois,Koenig
SADD,Illinois,Jersey Community Hospital
SADD,Illinois,Raymond Rla
SADD,Illinois,Joliet Rgnl
SADD,Illinois,Provena St Joseph Medical Center
SADD,Illinois,Herrens Bess Hollow Airfield
SADD,Illinois,Kankakee
SADD,Illinois,Greater Kankakee
SADD,Illinois,Riverside Medical Center
SADD,Illinois,Benoit
SADD,Illinois,St Mary's Hospital - Kankakee
SADD,Illinois,Hawker
SADD,Illinois,Highland
SADD,Illinois,Kewanee Muni
SADD,Illinois,Kewanee Hospital
SADD,Illinois,Baker
SADD,Illinois,Hayenga's Cant Find Farms
SADD,Illinois,Harold Bunger
SADD,Illinois,Rotstein
SADD,Illinois,Marshall County
SADD,Illinois,Parrish Rla
SADD,Illinois,Adventist La Grange Memorial Hospital
SADD,Illinois,Morton
SADD,Illinois,Corman Acres
SADD,Illinois,Northwestern Lake Forest Hospital
SADD,Illinois,Clarion Field
SADD,Illinois,Swan Valley Farm
SADD,Illinois,Foxfield Aerodrome
SADD,Illinois,Flaherty Field
SADD,Illinois,Lawrenceville-Vincennes Intl
SADD,Illinois,Lawrence Co Memorial Hospital
SADD,Illinois,Piper's Landing
SADD,Illinois,Duane E. Davis
SADD,Illinois,West Grove
SADD,Illinois,Rock Cut Farms
SADD,Illinois,Frings
SADD,Illinois,Lemont Fire Dept
SADD,Illinois,Red Shed Field
SADD,Illinois,Kramer
SADD,Illinois,G. Bray
SADD,Illinois,P.J. Killian
SADD,Illinois,Advocate Condell Medical Center
SADD,Illinois,Martin
SADD,Illinois,Abraham Lincoln Memorial Hospital
SADD,Illinois,Minder
SADD,Illinois,Logan County
SADD,Illinois,Miller Rla
SADD,Illinois,Vista Surgery Center
SADD,Illinois,Somers Blossom
SADD,Illinois,Litchfield Muni
SADD,Illinois,St Francis Hospital - Litchfield
SADD,Illinois,Litchfield West Side Emergency Services
SADD,Illinois,M.A.M Trail
SADD,Illinois,Reyhan
SADD,Illinois,Hartenbower Hectares
SADD,Illinois,Dawson Farms
SADD,Illinois,Jay Schertz Farm
SADD,Illinois,Dutch Creek
SADD,Illinois,Centegra Hospital Mchenry
SADD,Illinois,Weishaupt
SADD,Illinois,Holland Field
SADD,Illinois,Mc Leansboro
SADD,Illinois,Hamilton Memorial Hospital
SADD,Illinois,Smith
SADD,Illinois,Macomb Muni
SADD,Illinois,Mcdonough District Hospital
SADD,Illinois,Palmer Flying Service Inc
SADD,Illinois,Van Gorder
SADD,Illinois,Reynolds Aerial Service
SADD,Illinois,Sunset Acres
SADD,Illinois,Neiner
SADD,Illinois,Brandt
SADD,Illinois,Spangler
SADD,Illinois,Ruder
SADD,Illinois,Ferris Field
SADD,Illinois,Emerick
SADD,Illinois,Walpole
SADD,Illinois,Wind Rose Farm
SADD,Illinois,Hilbert
SADD,Illinois,Far Fld
SADD,Illinois,Aerogrange
SADD,Illinois,Williamson County Rgnl
SADD,Illinois,Va Medical Center
SADD,Illinois,Heartland Rgnl Medical Center
SADD,Illinois,Herschel Hunter
SADD,Illinois,Prairie State Generating
SADD,Illinois,Mitchell Rla
SADD,Illinois,David Gillespie
SADD,Illinois,Kibler
SADD,Illinois,Anderson Hospital
SADD,Illinois,Coles County Memorial
SADD,Illinois,Sarah Bush Lincoln Health Center
SADD,Illinois,Rural King Supply
SADD,Illinois,Hope Field
SADD,Illinois,Nixon
SADD,Illinois,Gottlieb
SADD,Illinois,Henry Valve Company
SADD,Illinois,Otterbach Farm
SADD,Illinois,Grandpas' Farm Mendota
SADD,Illinois,Mendota Community Hospital
SADD,Illinois,Kloker
SADD,Illinois,Metropolis Muni
SADD,Illinois,Maaks
SADD,Illinois,Riebeling
SADD,Illinois,Illinois Valley Parachute Club
SADD,Illinois,Hattan Farms
SADD,Illinois,Oltman-Shuck
SADD,Illinois,Jerry Lay
SADD,Illinois,Rossi's Farm
SADD,Illinois,Wilson
SADD,Illinois,Dresden Power Station
SADD,Illinois,Bushby Rla
SADD,Illinois,Dale Curten Farm
SADD,Illinois,Quad City Intl
SADD,Illinois,Trinity Medical Center - Moline
SADD,Illinois,Quad-City
SADD,Illinois,Johnson
SADD,Illinois,Bult Field
SADD,Illinois,Wix
SADD,Illinois,Meadow Creek
SADD,Illinois,Kaiser
SADD,Illinois,Monmouth Muni
SADD,Illinois,Osf Holy Family Medical Center
SADD,Illinois,Cheechako
SADD,Illinois,Caterpillar Aurora
SADD,Illinois,Piatt County
SADD,Illinois,Norfleet
SADD,Illinois,Kirby Medical Center
SADD,Illinois,Morris Muni - James R. Washburn Field
SADD,Illinois,Morris Hospital
SADD,Illinois,Frank's Flying Service
SADD,Illinois,Morrison Community Hospital
SADD,Illinois,Curanda
SADD,Illinois,Alan B. Janssen
SADD,Illinois,Mount Carmel Muni
SADD,Illinois,Wabash General Hospital
SADD,Illinois,Beckerman Field
SADD,Illinois,Tautz
SADD,Illinois,Ogle County
SADD,Illinois,Mount Sterling Muni
SADD,Illinois,Mount Vernon
SADD,Illinois,Crossroads Community Hospital
SADD,Illinois,St. Mary's Good Samaritan
SADD,Illinois,Hilvety
SADD,Illinois,Paul E. Kroenlein
SADD,Illinois,Air Estates Inc
SADD,Illinois,Mayhall
SADD,Illinois,St Joseph Memorial Hospital
SADD,Illinois,Rendleman
SADD,Illinois,Naper Aero Club
SADD,Illinois,Edward Hospital
SADD,Illinois,Washington County Hospital
SADD,Illinois,Cedar Ridge
SADD,Illinois,Sinele Strip
SADD,Illinois,Winchester
SADD,Illinois,Williamson
SADD,Illinois,Cumberland Air Park Rla
SADD,Illinois,Cushing Field Ltd
SADD,Illinois,Vogen Rla
SADD,Illinois,Schaller
SADD,Illinois,Bickel
SADD,Illinois,Wildy Fld
SADD,Illinois,Lindauer
SADD,Illinois,Smith Rla
SADD,Illinois,Richardson
SADD,Illinois,Maas Airstrip
SADD,Illinois,Silver Creek
SADD,Illinois,Silver Cross Hospital
SADD,Illinois,Fischer's Rla
SADD,Illinois,Jasper County Flying Club
SADD,Illinois,Jasper County Safety Council
SADD,Illinois,Dahler
SADD,Illinois,Nokomis Community Memorial Park
SADD,Illinois,Advocate Bromenn Medical Center
SADD,Illinois,Mc Donald's Plaza
SADD,Illinois,Center Point
SADD,Illinois,Nance
SADD,Illinois,Richland Memorial Hospital
SADD,Illinois,Olney-Noble
SADD,Illinois,Franciscan St James Health - Olympia Fields
SADD,Illinois,Sutton
SADD,Illinois,Meyer
SADD,Illinois,Heeg
SADD,Illinois,County Poor Farm
SADD,Illinois,Wilco
SADD,Illinois,Osf St Elizabeth Medical Center
SADD,Illinois,Skydive Chicago
SADD,Illinois,Rotor Swing
SADD,Illinois,Zelmer Memorial Airpark Inc
SADD,Illinois,Palos Community Hospital
SADD,Illinois,Pana Community Hospital
SADD,Illinois,Paris Community Hospital
SADD,Illinois,State Highway Paris
SADD,Illinois,Edgar County
SADD,Illinois,Advocate Lutheran General Hospital
SADD,Illinois,Donald A. Hamilton
SADD,Illinois,Holmes
SADD,Illinois,Dunn
SADD,Illinois,Paxton
SADD,Illinois,C D Maulding
SADD,Illinois,Hasselbring
SADD,Illinois,Krutmeier
SADD,Illinois,Block
SADD,Illinois,Olson
SADD,Illinois,Pecatonica Fire Protection District
SADD,Illinois,Carlson Rla
SADD,Illinois,Early - Merkel Field
SADD,Illinois,O'connor Field
SADD,Illinois,Smith Rla
SADD,Illinois,Pekin Muni
SADD,Illinois,Osf Saint Francis Medical Center
SADD,Illinois,Proctor Hospital
SADD,Illinois,Mount Hawley Auxiliary
SADD,Illinois,Unity Point Health - Methodist
SADD,Illinois,General Downing - Peoria Intl
SADD,Illinois,South Suburban
SADD,Illinois,Mountain
SADD,Illinois,Gerald H Hamer
SADD,Illinois,Illinois Valley Rgnl-Walter A Duncan Field
SADD,Illinois,Illinois Valley Community Hospital
SADD,Illinois,Pinckneyville Correctional Center
SADD,Illinois,Schumaier Rla
SADD,Illinois,Lambert
SADD,Illinois,Pinckneyville-Du Quoin
SADD,Illinois,Panther Field
SADD,Illinois,Read
SADD,Illinois,Pittsfield Penstone Muni
SADD,Illinois,Illini Community Hospital
SADD,Illinois,Riley's Field
SADD,Illinois,Olson
SADD,Illinois,Clark
SADD,Illinois,Compton
SADD,Illinois,Gentry
SADD,Illinois,Hammer
SADD,Illinois,Pontiac Muni
SADD,Illinois,Adams Rla Number 1
SADD,Illinois,Riverode Farms
SADD,Illinois,Adams Rla Number 2
SADD,Illinois,Schott
SADD,Illinois,St James Hospital
SADD,Illinois,Rhea Rla
SADD,Illinois,Poplar Grove
SADD,Illinois,Foley
SADD,Illinois,Perry Memorial Hospital
SADD,Illinois,Advanced Asphalt
SADD,Illinois,Ralph E. Daniels
SADD,Illinois,Edgar Read
SADD,Illinois,Blickhan Lndg Area
SADD,Illinois,Blessing Hospital
SADD,Illinois,Quincy Rgnl-Baldwin Field
SADD,Illinois,Harris
SADD,Illinois,Brewer
SADD,Illinois,Rantoul Natl Avn Cntr-Frank Elliott Fld
SADD,Illinois,Red Bud Rgnl Hospital
SADD,Illinois,Duclos Rla
SADD,Illinois,Stanton
SADD,Illinois,Michael Pfister
SADD,Illinois,Crawford Co
SADD,Illinois,Crawford Memorial Hospital
SADD,Illinois,Rochelle Muni Airport-Koritz Field
SADD,Illinois,Maple Hurst Farms
SADD,Illinois,Rochelle Community Hospital
SADD,Illinois,Hundley
SADD,Illinois,Chester Wyss
SADD,Illinois,Sue Rock Intl
SADD,Illinois,Hillman
SADD,Illinois,Swedish American
SADD,Illinois,Lz Fairwinds
SADD,Illinois,Severson
SADD,Illinois,Darrington
